char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Maxen,Hook,65,24,37,13,5,88,64,87,60,66,6,68,15,79,30,67,64
Myles,Hinton,65,23,78,13,18,66,82,86,43,22,6,14,10,10,76,14,30
Tariq,Castro-Fields,65,26,46,13,2,93,60,73,55,58,6,71,19,48,25,64,54
Darian,Kinnard,64,25,72,13,18,62,86,86,24,23,6,13,12,10,72,8,32
Ochaun,Mathis,64,26,45,13,9,82,75,79,41,42,15,48,14,12,37,37,73
Avery,Williams,62,27,18,13,4,90,61,86,75,58,6,79,17,81,26,61,53
Dallas,Gant,62,25,57,13,12,83,68,85,56,56,6,37,20,10,29,64,77
Nick,Muse,62,26,87,13,19,82,80,84,74,76,20,61,19,15,60,23,38
Tristin,McCollum,62,26,36,13,5,90,57,76,61,65,11,75,14,45,26,66,60
Dorian,Thompson-Robinson,61,25,14,13,14,87,61,83,56,71,74,71,23,22,19,10,27
Hollin,Pierce,61,24,63,13,11,60,88,83,22,23,6,10,12,10,73,13,27
Tanner,McKee,61,25,16,13,14,77,61,87,58,20,75,37,11,5,13,8,20
Ben,VanSumeren,59,25,43,13,17,91,75,77,74,67,15,66,21,45,54,56,72
Brett,Toth,53,29,64,13,11,68,81,85,40,33,6,10,15,10,70,14,32
Jessie,Bates III,95,28,3,14,5,90,59,88,69,83,10,78,12,78,28,91,80
Chris,Lindstrom,94,28,63,14,16,76,92,92,19,26,6,14,25,10,99,12,32
Bijan,Robinson,92,23,7,14,4,91,81,90,95,71,30,96,19,71,48,14,36
Drake,London,91,24,5,14,20,88,77,88,73,97,15,82,17,38,40,15,42
A.J.,Terrell Jr,88,26,24,14,2,91,60,83,58,70,6,75,12,40,27,91,51
Jake,Matthews,86,33,70,14,11,71,86,87,45,40,6,10,20,10,79,14,45
Kaden,Elliss,82,30,55,14,12,86,75,87,65,52,41,56,15,15,32,63,88
Bradley,Pinion,81,31,13,14,13,71,53,55,40,39,42,10,89,10,23,15,29
Darnell,Mooney,81,27,1,14,20,92,58,80,75,87,10,84,15,60,44,24,30
Kaleb,McGary,81,30,76,14,18,73,87,98,46,52,6,33,15,10,91,18,34
Tyler,Allgeier,81,25,25,14,4,86,80,87,97,67,15,80,13,68,43,21,40
David,Onyemata,79,32,90,14,3,73,89,85,30,41,6,17,12,10,37,28,87
Jalon,Walker,79,24,11,14,7,86,80,85,49,51,18,51,25,35,42,41,81
Kyle,Pitts,78,24,8,14,19,90,71,90,80,85,28,73,14,37,54,20,41
Younghoe,Koo,78,31,6,14,6,71,47,69,39,36,27,16,80,8,15,18,36
Arnold,Ebiketie,77,26,17,14,7,84,76,91,45,45,6,21,16,10,30,38,85
Jordan,Fuller,77,27,29,14,5,89,59,86,57,73,16,70,17,55,27,73,73
Leonard,Floyd,77,32,56,14,15,85,76,85,41,55,6,41,19,12,31,55,82
Matthew,Bergeron,76,25,65,14,8,63,89,88,28,31,6,17,31,10,79,10,30
Clark,Phillips III,75,23,22,14,2,89,60,81,57,76,12,75,11,55,27,76,55
D.J.,Chark Jr,75,28,16,14,20,93,64,80,73,83,15,82,15,78,34,14,27
James,Pearce Jr.,75,21,27,14,15,90,76,78,48,53,15,40,21,30,35,45,74
Ray-Ray,McCloud III,75,28,34,14,20,89,51,84,66,89,10,86,13,81,40,19,34
Michael,Penix Jr,74,25,9,14,14,84,57,81,67,30,83,58,21,10,11,14,18
Mike,Hughes,74,28,21,14,2,88,66,84,72,76,6,81,24,82,25,74,55
Divine,Deablo,73,27,0,14,17,88,69,91,62,73,6,70,11,54,36,58,85
Kirk,Cousins,73,37,18,14,14,69,52,93,58,22,84,47,19,10,12,12,38
Mike,Ford Jr,73,30,28,14,2,89,58,76,62,69,6,75,15,60,25,72,49
Morgan,Fox,73,30,99,14,3,73,82,90,44,35,6,28,14,13,29,27,86
Ruke,Orhorhoro,73,23,98,14,3,76,90,88,34,48,6,32,19,9,32,26,80
Jamal,Agnew,72,30,14,14,20,91,60,74,73,82,35,86,17,95,35,63,63
Bralen,Trice,71,24,48,14,7,82,76,85,30,28,6,26,19,10,32,46,78
Brandon,Dorlus,71,24,54,14,3,77,84,89,26,35,6,29,19,9,29,26,79
Dee,Alford,71,27,20,14,2,89,49,78,60,71,6,74,15,75,17,72,56
Kentavius,Street,71,29,93,14,3,77,89,86,49,45,6,41,15,12,39,28,78
KhaDarel,Hodge,71,30,4,14,20,90,60,83,72,83,41,81,16,67,35,19,31
Troy,Andersen,71,26,44,14,17,91,68,86,76,67,47,65,21,10,58,56,81
Billy,Bowman Jr.,70,22,33,14,5,92,61,90,62,70,6,64,15,81,30,72,65
DeAngelo,Malone,70,26,51,14,15,87,72,78,32,37,6,43,27,10,33,25,75
Xavier,Watts,70,23,31,14,5,86,62,90,65,74,21,71,17,80,30,72,67
Zach,Harrison,70,24,96,14,3,83,81,83,35,46,16,44,12,10,39,40,81
DeMarcco,Hellams,69,25,23,14,5,87,70,85,68,71,30,73,15,67,35,66,75
Ta'Quon,Graham,69,26,95,14,3,74,86,88,25,25,6,32,17,9,30,23,78
Elijah,Wilkinson,68,30,71,14,8,70,85,83,20,26,6,30,22,10,73,11,37
Brandon,Parker,67,29,75,14,18,60,84,93,21,22,6,12,12,10,80,14,31
JD,Bertrand,67,25,40,14,12,83,70,88,56,53,7,54,24,25,41,63,74
Khalid,Kareem,67,27,92,14,15,79,84,81,39,37,6,25,13,10,28,24,75
Nick,Nash,67,26,80,14,20,87,65,86,66,81,51,72,25,72,38,26,32
Casey,Washington,66,24,82,14,20,90,60,82,72,83,34,79,11,43,36,14,21
Jashaun,Corbin,66,25,30,14,4,87,62,80,85,68,17,79,18,67,32,23,39
Charlie,Woerner,65,27,89,14,19,82,77,90,71,73,16,55,13,57,63,54,58
David,Sills V,65,29,87,14,20,87,60,82,71,78,64,73,17,50,35,13,25
Keith,Taylor,65,26,39,14,2,88,58,87,57,57,6,71,13,43,29,64,59
Ryan,Neuzil,65,28,64,14,1,69,85,84,57,50,6,41,52,10,73,8,22
Josh,Thompson,64,26,45,14,5,92,61,85,58,59,15,72,14,42,27,64,50
LaCale,London,64,28,94,14,3,72,83,81,28,25,6,20,15,16,33,19,76
Liam,McCullough,64,28,49,14,10,76,64,74,66,55,17,36,17,10,52,20,56
Carlos,Washington Jr,63,26,26,14,4,86,73,87,90,69,21,75,9,55,41,18,38
Jack,Nelson,63,23,69,14,11,67,84,87,34,27,6,11,18,10,73,12,25
Josh,Woods,63,29,42,14,17,84,64,83,60,60,6,47,12,10,37,59,74
Natrone,Brooks,63,25,35,14,2,88,50,82,63,71,24,72,12,50,20,63,56
Teagan,Quitoriano,63,25,85,14,19,74,78,82,75,76,10,60,19,15,56,11,46
Easton,Stick,62,28,12,14,14,85,65,90,65,27,76,65,28,10,18,14,23
Jovaughn,Gwyn,62,26,52,14,1,68,89,80,30,26,6,12,20,10,71,12,40
Storm,Norton,62,31,77,14,18,65,82,86,22,27,6,10,21,10,78,14,29
Joshua,Gray,61,25,67,14,8,71,76,82,24,23,6,10,13,10,74,13,25
Lamar,Jackson,61,27,38,14,2,87,63,76,64,63,40,72,20,40,26,64,47
Elijah,Dotson,60,26,41,14,4,88,64,78,78,69,19,76,15,75,30,13,31
Kyle,Hinton,60,27,68,14,16,75,87,86,40,39,6,10,25,10,73,14,37
Tyrone,Wheatley Jr.,60,28,74,14,11,71,84,85,68,63,13,48,11,10,70,9,30
Caleb,Johnson,59,27,53,14,12,81,67,67,57,63,6,60,17,35,23,61,77
Nikola,Kalinic,58,28,88,14,19,78,65,85,73,73,10,54,28,35,62,21,50
Feleipe,Franks,54,27,84,14,19,84,65,88,70,76,74,66,53,40,51,15,26
Emory,Jones,51,25,15,14,14,80,61,84,61,29,69,69,20,20,13,15,24
George,Kittle,98,31,85,15,19,87,82,98,75,95,15,82,22,31,71,20,34
Fred,Warner,97,28,54,15,12,88,80,93,63,78,6,59,10,10,34,82,91
Trent,Williams,97,37,71,15,11,77,95,98,40,20,6,10,10,10,98,12,39
Nick,Bosa,95,27,97,15,7,80,94,90,38,45,6,38,17,10,32,36,89
Christian,McCaffrey,94,29,23,15,4,90,74,94,92,83,40,90,23,88,43,15,36
Kyle,Juszczyk,88,34,44,15,4,86,79,87,76,77,15,76,19,45,82,18,45
Brandon,Aiyuk,87,27,11,15,20,91,65,87,72,90,20,86,13,79,39,51,49
Brock,Purdy,84,25,13,15,14,78,63,85,64,24,91,66,21,10,19,11,25
Dominick,Puni,83,25,77,15,16,61,91,88,43,44,19,24,21,5,90,9,46
Deommodore,Lenoir,82,25,2,15,2,91,59,87,59,73,6,74,17,64,32,81,69
Jauan,Jennings,80,28,15,15,20,88,78,78,73,89,51,78,17,33,56,14,30
Mykel,Williams,78,21,98,15,15,81,86,84,43,41,12,39,21,30,51,22,79
Ji'Ayir,Brown,77,25,27,15,5,86,64,87,63,80,12,72,15,59,26,75,73
Renardo,Green,77,24,0,15,2,90,59,85,57,59,23,71,18,50,26,78,64
Thomas,Morstead,77,39,7,15,13,71,68,75,35,30,44,10,84,10,18,14,14
Alfred,Collins,75,23,95,15,3,73,92,91,45,42,11,22,21,23,36,13,82
Bryce,Huff,75,27,47,15,15,83,72,87,40,36,6,22,16,10,28,43,82
Ricky,Pearsall,75,24,1,15,20,92,61,85,74,86,44,76,22,79,37,18,24
Yetur,Gross-Matos,75,27,94,15,7,83,81,87,30,31,6,30,14,10,29,30,83
Demarcus,Robinson,74,30,5,15,20,88,60,76,73,86,18,84,22,71,42,20,23
Jake,Brendel,74,32,64,15,1,69,84,89,44,40,6,10,22,10,82,20,41
Malik,Mustapha,74,23,6,15,5,88,66,89,59,66,12,73,16,60,29,70,71
Tre,Brown,74,27,22,15,2,91,55,80,54,64,6,74,25,73,30,74,62
Colton,McKivitz,73,29,68,15,18,71,84,88,32,35,6,10,25,10,81,14,34
Isaac,Guerendo,73,25,31,15,4,92,71,79,88,68,15,79,18,81,30,33,40
Jordan,James,73,21,29,15,4,89,72,86,92,62,16,82,14,78,31,24,34
Kevin,Givens,73,28,90,15,3,73,88,88,27,32,6,17,20,10,39,24,82
Richie,Grant,73,27,24,15,5,86,58,90,65,75,12,72,16,62,38,69,66
Upton,Stout,73,23,20,15,2,91,57,85,67,76,7,75,27,75,30,73,65
Ameer,Abdullah,72,32,38,15,4,89,68,82,83,72,23,84,21,84,31,15,42
Eli,Apple,72,30,30,15,2,88,60,84,63,71,6,72,17,65,13,71,53
Jason,Pinnock,72,26,25,15,5,89,61,87,56,72,6,72,20,60,34,70,64
Greg,Joseph,71,31,3,15,6,73,41,65,40,34,32,30,74,10,17,12,33
Isaiah,Hodgins,71,26,18,15,20,87,60,80,75,86,17,73,15,48,42,29,38
Jacob,Cowing,71,24,19,15,20,93,52,85,71,79,20,81,19,67,30,21,26
Nick,Martin,71,22,45,15,17,88,74,88,68,60,6,61,21,10,37,61,78
Russell,Gage Jr,70,29,84,15,20,88,60,90,71,84,41,78,12,33,41,13,58
Andre,Dillard,69,29,65,15,11,73,86,86,38,22,6,10,21,10,77,14,36
Ben,Bartch,69,27,78,15,8,67,85,92,56,54,6,36,27,10,78,14,29
Jake,Moody,69,25,4,15,6,65,51,60,40,33,31,21,72,10,13,14,29
Jon,Weeks,69,39,46,15,10,69,69,84,65,64,12,21,18,10,44,30,67
Jordan,Watkins,69,23,17,15,20,93,66,91,75,84,21,71,22,76,34,46,42
Jordan,Elliott,69,27,92,15,3,71,82,87,28,32,6,19,10,10,34,20,80
Mac,Jones,69,26,10,15,14,84,60,91,68,28,82,52,29,10,32,12,18
Marques,Sigle,69,23,36,15,5,92,64,88,60,68,6,62,15,43,30,69,66
CJ,West,68,23,99,15,3,74,84,88,40,19,11,20,16,28,35,15,74
Darrell,Luter Jr,68,25,28,15,2,90,50,81,58,66,6,73,15,55,26,68,61
Sam,Okuayinonu,68,27,91,15,15,80,83,82,27,35,6,19,31,10,32,32,77
Spencer,Burford,68,25,74,15,8,66,86,78,34,32,6,15,20,10,79,11,29
Andy,Isabella,67,28,7,15,20,92,57,83,74,79,10,79,12,75,37,17,23
Dallis,Flowers,67,28,35,15,2,91,51,68,55,70,6,72,15,86,26,70,43
Dee,Winters,67,24,53,15,17,89,66,73,62,65,12,71,11,55,33,67,71
Evan,Anderson,67,23,58,15,3,62,87,83,32,31,6,33,11,15,38,29,78
Matt,Hennessy,67,27,61,15,1,66,85,93,30,26,6,10,25,10,78,14,21
Jonathan,Garvin,66,26,96,15,7,78,76,89,37,43,6,31,11,10,31,45,78
Luke,Gifford,66,30,57,15,17,86,75,83,63,65,33,67,18,14,35,58,79
Siran,Neal,66,31,33,15,2,90,60,92,63,67,6,65,15,25,25,67,68
Chase,Lucas,65,28,26,15,2,90,54,77,66,62,13,77,12,45,25,66,46
Jalen,Graham,65,24,41,15,9,84,65,86,50,66,45,63,15,39,25,57,77
Kalia,Davis,65,26,93,15,3,70,84,78,27,32,6,25,10,10,39,24,75
Tatum,Bethune,65,24,48,15,12,81,67,85,55,67,25,64,14,45,38,65,71
Chazz,Surratt,64,28,46,15,9,85,75,84,66,58,58,62,20,10,29,59,74
Junior,Bergen,64,22,86,15,20,88,59,81,73,83,36,70,20,84,40,38,34
Luke,Farrell,64,27,89,15,19,78,77,88,75,78,10,55,19,15,59,15,45
Brayden,Willis,63,25,9,15,19,84,76,83,70,77,55,62,30,19,64,16,46
Connor,Colby,63,22,75,15,8,69,83,87,28,32,6,26,19,10,73,10,28
Nick,Zakelj,63,26,63,15,16,68,85,84,35,37,6,25,14,10,71,10,35
Robert,Beal Jr,63,26,51,15,7,90,68,75,45,44,6,48,14,10,44,42,70
Ross,Dwelley,63,30,82,15,19,79,72,85,72,79,10,60,15,18,57,18,33
Kurtis,Rourke,62,24,4,15,14,76,67,81,59,49,75,52,30,23,26,32,35
Tarron,Jackson,62,27,56,15,7,81,77,81,38,41,6,36,11,10,33,31,75
Patrick,Taylor,61,27,32,15,4,87,67,78,87,67,20,74,16,63,38,15,37
Jake,Tonges,59,26,88,15,19,80,69,75,75,75,33,68,22,40,57,18,35
Curtis,Robinson,57,27,59,15,12,85,74,76,56,51,6,42,17,10,32,52,76
Dexter,Lawrence II,97,27,97,16,3,76,99,91,42,36,6,23,15,40,44,19,94
Andrew,Thomas,88,26,78,16,11,69,90,86,33,46,6,22,22,10,84,14,31
Malik,Nabers,87,22,1,16,20,96,63,88,76,87,10,89,25,72,31,15,30
Bobby,Okereke,86,29,58,16,12,88,73,85,47,70,6,44,14,10,29,75,89
Brian,Burns,86,27,0,16,15,87,76,87,41,48,6,42,17,10,29,51,85
Jevon,Holland,83,25,8,16,5,91,65,84,67,79,12,77,15,71,30,83,71
Paulson,Adebo,82,26,21,16,2,91,64,85,63,78,6,70,31,46,25,81,67
Abdul,Carter,81,21,51,16,7,88,80,93,46,43,18,53,20,25,30,53,76
Dru,Phillips,79,23,22,16,2,90,62,90,55,59,24,72,27,60,26,81,65
Tyrone,Tracy Jr,79,25,29,16,4,90,72,84,90,67,15,85,32,82,31,16,29
Darius,Slayton,77,28,18,16,20,94,57,84,72,80,10,79,13,72,32,25,30
Graham,Gano,77,38,9,16,6,75,63,60,35,35,30,10,82,10,12,12,34
Kayvon,Thibodeaux,77,24,5,16,15,88,81,85,48,46,7,38,17,10,33,55,80
Tyler,Nubin,77,24,27,16,5,87,62,89,63,77,8,68,20,45,45,74,81
Wan'Dale,Robinson,77,24,17,16,20,91,61,82,78,88,14,83,17,76,34,27,34
Cor'Dale,Flott,76,24,28,16,2,89,50,78,48,61,10,73,14,40,19,77,55
Greg,Van Roten,76,35,74,16,16,67,84,75,29,36,6,10,20,10,81,12,45
Micah,McFadden,76,25,41,16,17,85,72,87,50,63,6,47,16,10,33,66,80
Russell,Wilson,76,36,3,16,14,84,59,98,67,68,85,75,19,10,41,15,26
Deonte,Banks,75,24,2,16,2,94,60,85,55,66,14,77,17,54,29,70,62
Devin,Singletary,75,27,26,16,4,87,70,90,86,70,16,86,10,73,33,14,37
Jermaine,Eluemunor,75,30,72,16,18,68,92,84,22,27,6,25,25,10,78,12,33
Jon,Runyan,75,28,76,16,8,71,87,88,29,36,6,19,12,10,73,14,30
Chauncey,Golston,74,27,57,16,7,78,81,86,49,65,6,33,10,10,30,34,82
Evan,Neal,74,24,73,16,18,76,91,83,29,30,6,32,17,10,80,11,35
Theo,Johnson,74,24,84,16,19,87,75,89,76,79,17,69,12,6,61,13,31
Cam,Skattebo,73,23,44,16,4,85,81,95,86,72,55,82,58,83,48,21,45
Dane,Belton,73,24,24,16,5,91,63,78,62,74,6,64,37,40,29,68,67
Roy,Robertson-Harris,73,32,95,16,3,77,82,85,21,40,6,25,30,10,28,38,77
Darius,Alexander,72,25,91,16,3,74,86,89,50,50,7,39,21,26,35,34,77
Jameis,Winston,72,31,19,16,14,76,72,95,59,49,82,66,26,10,35,13,45
Jamie,Gillan,72,28,12,16,13,76,69,88,40,37,35,36,76,10,16,16,53
K'Von,Wallace,72,28,34,16,5,87,64,84,55,62,21,71,15,41,25,69,69
Elijah,Chatman,71,24,94,16,3,82,88,82,52,44,13,29,17,21,31,32,83
Jalin,Hyatt,71,23,13,16,20,94,57,83,75,82,10,76,19,40,36,10,17
John Michael,Schmitz Jr,71,26,61,16,1,61,84,91,33,35,23,20,15,15,83,10,35
Zach,Pascal,71,30,83,16,20,89,71,88,75,84,25,76,18,78,43,19,31
Casey,Kreiter,70,35,59,16,10,72,67,82,64,62,10,16,14,10,51,21,49
Chris,Manhertz,70,33,85,16,19,78,77,79,65,72,6,66,19,18,72,18,33
Daniel,Bellinger,70,24,82,16,19,85,79,88,74,84,10,63,16,30,62,27,44
Rakeem,Nunez-Roches Sr,70,32,93,16,3,72,81,76,40,30,6,10,25,10,32,25,84
Tre,Hawkins III,70,25,37,16,2,92,63,80,55,70,6,73,22,55,29,67,60
Victor,Dimukeje,70,25,52,16,7,77,82,87,40,45,6,34,20,10,28,44,79
Aaron,Stinnie,69,31,64,16,8,70,83,86,20,35,6,10,12,10,75,12,29
Greg,Dulcich,69,25,89,16,19,84,67,83,77,81,10,77,22,35,55,19,32
Jeremiah,Ledbetter,69,31,96,16,3,77,85,79,28,34,6,17,25,10,38,27,80
Bryce,Ford-Wheaton,68,25,88,16,20,92,68,83,75,79,19,77,22,25,36,20,38
Eric,Gray,68,25,20,16,4,86,69,90,85,72,19,79,10,72,30,13,25
Jaxson,Dart,68,22,6,16,14,84,63,93,64,44,81,66,30,30,28,9,25
Jordon,Riley,68,27,99,16,3,63,88,80,29,20,6,15,7,10,33,12,82
Korie,Black,68,23,25,16,2,94,58,89,53,68,18,68,22,45,29,71,60
Lil'Jordan,Humphrey,68,27,81,16,20,84,67,80,74,84,32,76,12,75,39,16,31
Montrell,Washington,68,26,80,16,20,91,54,78,73,78,26,81,13,79,30,24,26
D.J.,Davidson,67,27,98,16,3,65,83,86,35,34,16,19,16,10,45,13,80
Ihmir,Smith-Marsette,67,26,87,16,20,90,54,82,71,78,42,76,12,85,33,28,45
Marcus,Mbow,66,22,71,16,18,71,84,87,44,23,6,13,14,10,76,13,32
Art,Green,65,25,35,16,2,94,57,83,58,68,24,74,12,40,20,64,56
Chris,Board,65,30,49,16,17,87,69,87,55,55,6,63,16,42,33,60,80
Dee,Williams,65,25,33,16,2,91,57,79,69,73,6,76,18,40,25,65,66
Dyontae,Johnson,65,24,54,16,17,86,73,87,54,57,6,46,16,10,31,57,78
Elijah,Garcia,65,26,90,16,3,72,83,78,26,30,6,17,12,10,34,18,78
Jake,Kubas,65,25,63,16,16,65,86,88,40,28,6,12,17,14,74,12,34
Thomas,Fidone II,65,22,86,16,19,81,71,81,69,77,21,66,27,22,53,29,42
Austin,Schlottmann,64,29,65,16,1,70,86,85,29,36,6,10,21,10,74,12,35
Darius,Muasau,64,24,53,16,12,82,63,80,58,70,10,63,31,35,33,61,77
Joshua,Ezeudu,64,25,75,16,11,66,81,77,35,23,6,10,23,10,78,10,21
Tomon,Fox,64,27,45,16,15,81,77,76,40,36,6,42,16,20,33,42,71
James,Hudson III,63,26,55,16,11,60,82,89,35,34,6,10,16,14,79,14,48
Ty,Summers,63,29,47,16,12,89,77,89,52,50,55,64,14,10,33,53,78
Demetrius,Flannigan-Fowles,62,28,44,16,12,86,65,81,55,67,6,69,24,40,20,62,74
Stone,Forsythe,62,27,70,16,18,67,87,74,20,24,6,14,13,10,68,10,31
Raheem,Layne,61,26,43,16,5,86,60,85,60,54,6,71,17,35,30,64,64
Tommy,DeVito,61,27,15,16,14,84,62,84,65,32,75,66,21,10,15,10,21
Jimmy,Morrissey,59,27,67,16,1,61,81,82,36,35,6,10,25,10,73,14,37
Josh,Hines-Allen,90,28,41,17,15,88,83,91,67,74,6,55,17,20,29,57,86
Foyesade,Oluokun,87,30,23,17,12,87,70,86,62,73,12,42,14,40,26,69,94
Devin,Lloyd,85,26,0,17,17,84,78,88,65,73,13,52,38,10,35,62,93
Brian,Thomas Jr,84,22,7,17,20,97,59,87,76,88,10,87,13,50,35,17,28
Travis,Hunter,84,22,12,17,2,93,61,93,70,85,27,86,23,78,38,83,68
Logan,Cooke,83,30,9,17,13,72,56,71,41,39,21,14,91,10,19,15,33
Travis,Etienne Jr,82,26,1,17,4,93,70,88,90,70,40,86,17,79,35,17,34
Jourdan,Lewis,79,30,2,17,2,89,67,84,65,73,6,78,26,81,23,78,69
Arik,Armstead,78,31,91,17,3,74,91,89,44,38,6,15,30,10,31,36,87
Ezra,Cleveland,78,27,76,17,8,76,88,90,34,30,6,10,11,10,82,12,55
Travon,Walker,78,24,44,17,7,88,88,89,54,60,6,46,15,10,33,49,78
Tyson,Campbell,78,25,3,17,2,92,58,78,44,71,10,63,17,47,23,77,61
Tank,Bigsby,77,24,4,17,4,92,75,88,88,62,16,84,15,76,33,14,32
Cam,Little,76,22,39,17,6,74,41,75,20,21,22,21,88,10,16,12,21
Dyami,Brown,76,25,5,17,20,93,63,84,72,87,35,80,13,60,36,26,37
Patrick,Mekari,76,28,65,17,16,72,85,84,33,22,6,12,20,10,77,11,34
Walker,Little,76,26,72,17,11,62,85,83,28,26,6,11,19,9,80,13,35
Bhayshul,Tuten,75,23,33,17,4,95,75,87,85,65,15,83,23,85,33,28,37
Darnell,Savage,75,28,6,17,5,92,59,84,70,74,12,77,15,63,25,74,60
Trevor,Lawrence,75,25,16,17,14,88,69,91,66,50,82,74,23,13,20,16,27
Andrew,Wingard,74,28,42,17,5,86,55,88,74,71,12,71,19,30,28,70,66
DaVon,Hamilton,74,28,52,17,3,70,91,87,36,26,6,26,19,9,39,20,79
Dennis,Gardeck,74,31,57,17,15,87,81,88,45,50,6,44,17,10,29,55,77
Emmanuel,Ogbah,74,31,90,17,15,82,83,89,33,45,6,31,19,9,29,45,80
Ross,Matiscik,74,28,46,17,10,71,73,84,60,55,11,20,36,10,44,49,62
Caleb,Ransaw,73,22,27,17,5,95,62,88,59,67,6,66,17,42,30,70,68
Eric,Murray,73,31,29,17,5,86,63,84,58,62,6,68,17,60,15,70,68
Jarrian,Jones,73,24,22,17,2,93,43,80,61,74,11,73,18,48,22,72,52
Brenton,Strange,72,24,85,17,19,83,77,89,74,81,18,58,16,15,59,45,53
Parker,Washington,72,23,11,17,20,89,66,87,75,82,10,79,18,80,36,10,30
Anton,Harrison,71,23,77,17,18,73,82,78,27,32,6,18,13,10,74,13,29
Antonio,Johnson,71,23,26,17,5,88,55,85,54,64,12,71,16,60,30,71,70
Dawuane,Smoot,71,30,58,17,7,79,82,89,28,35,6,41,15,6,28,31,77
LeQuint,Allen,71,21,36,17,4,89,72,88,90,69,26,78,22,75,39,51,55
Wyatt,Milum,71,22,64,17,16,63,87,88,40,38,6,33,13,10,78,12,25
Chad,Muma,70,26,48,17,9,85,76,79,63,66,12,48,18,10,35,62,82
Jordan,Jefferson,70,23,98,17,3,69,91,87,24,22,6,16,15,30,49,16,82
Montaric,Brown,70,26,30,17,2,87,57,75,61,70,6,68,14,45,29,75,48
Trenton,Irwin,70,29,83,17,20,88,66,84,71,86,17,75,21,75,37,18,29
Jack,Kiser,69,24,54,17,17,83,70,88,67,55,25,46,18,10,36,61,81
Maason,Smith,69,22,94,17,3,72,83,86,46,39,6,35,20,10,30,36,84
Yasir,Abdullah,69,25,56,17,15,90,70,76,45,64,7,57,23,10,31,55,75
Chuma,Edoga,68,28,55,17,8,70,84,79,24,29,6,10,30,6,77,14,36
Johnny,Mundt,68,30,86,17,19,84,74,84,71,79,6,61,20,10,57,19,33
Luke,Fortner,68,27,79,17,1,65,87,87,25,24,6,10,14,10,77,10,30
Robert,Hainsey,68,27,73,17,1,64,87,91,34,22,6,10,11,10,75,12,25
Tyler,Lacy,68,25,93,17,3,69,86,87,41,37,6,40,9,10,40,27,81
Chandler,Brayboy,67,24,15,17,20,90,64,89,72,75,17,75,20,81,35,21,28
De'Antre,Prince,67,24,24,17,2,93,53,89,57,72,8,72,13,60,23,66,63
Javon,Foster,67,25,62,17,18,62,83,87,40,25,9,10,14,10,78,23,44
Ventrell,Miller,67,26,51,17,12,83,74,90,55,58,11,55,14,10,41,65,74
Zech,McPhearson,67,27,34,17,2,88,60,85,59,62,6,70,17,72,27,67,60
Daniel,Thomas,66,27,20,17,5,87,65,90,58,63,6,67,22,50,15,63,67
Eli,Pancol,66,25,10,17,20,92,69,83,75,80,10,73,15,75,37,21,27
Rayuan,Lane III,66,22,25,17,5,87,59,92,63,64,6,64,15,80,30,63,65
Christian,Braswell,65,25,21,17,2,90,42,77,62,69,15,72,12,60,25,66,60
Ja'Quinden,Jackson,65,23,38,17,4,83,74,84,86,64,59,79,21,70,40,21,29
Myles,Cole,65,25,59,17,7,83,78,84,40,32,10,41,16,10,34,33,75
Dennis,Daley,64,29,78,17,11,67,82,83,40,27,6,10,11,10,76,12,41
Hunter,Long,64,27,84,17,19,81,72,87,74,79,10,63,19,24,55,18,53
Jalen,McLeod,64,23,53,17,12,81,77,93,44,34,13,34,25,33,35,57,77
Austin,Trammell,63,27,81,17,20,85,66,83,74,82,10,72,34,71,38,10,36
Cam,Camper,63,24,17,17,20,89,68,85,71,78,12,72,16,65,43,23,37
Ethan,Downs,63,22,96,17,15,83,83,86,33,35,6,32,13,10,33,37,76
Jonah,Monheim,63,23,60,17,1,72,80,88,34,29,6,12,20,10,75,10,10
Quintin,Morris,63,26,45,17,19,83,72,76,73,80,16,71,14,44,50,25,42
Branson,Combs,62,25,50,17,12,83,71,86,53,58,6,53,18,10,34,58,77
Danny,Striggow,62,23,92,17,7,78,75,84,34,35,6,31,13,10,33,41,75
Fred,Johnson,62,28,74,17,11,63,85,83,20,24,6,14,13,10,75,12,31
Nick,Mullens,61,30,14,17,14,74,57,95,57,34,78,57,13,10,28,18,26
John,Wolford,60,29,18,17,14,80,55,89,64,38,74,63,18,30,19,23,37
Sal,Wormley,60,24,61,17,16,64,77,83,22,23,6,10,13,10,73,15,27
Cam'Ron,Silmon-Craig,59,22,32,17,5,83,59,87,60,67,6,63,14,75,30,65,64
Cole,Van Lanen,59,27,70,17,18,68,79,87,22,22,6,10,10,10,74,14,26
Sauce,Gardner,94,25,1,18,2,93,65,92,64,76,6,75,16,40,28,96,54
Quinnen,Williams,91,27,95,18,3,84,92,90,39,34,6,29,17,9,42,24,88
Garrett,Wilson,86,25,5,18,20,92,56,81,72,92,15,91,13,78,35,18,22
Alijah,Vera-Tucker,84,26,75,18,16,75,91,90,35,25,6,10,20,10,88,12,36
Breece,Hall,84,24,20,18,4,93,76,90,84,69,16,92,15,42,44,15,29
John,Simpson,82,28,76,18,8,70,92,90,42,32,6,10,22,10,83,12,31
